60590626101,77.9,,,,,,,,,,,
60590626102,76.7,,,,,,,,,,,
60590631021,84.5,,,,,,,,,,,
60590631022,81,,,,,,,,,,,
60590631023,81.05,,,,,,,,,,,
60590631024,84.3,,,,,,,,,,,
60590631031,83.6,,,,,,,,,,,
60590631032,82.3,,,,,,,,,,,
60590632011,81.8,,,,,,,,,,,
60590632012,83.5,,,,,,,,,,,
60590632013,83.5,,,,,,,,,,,
60590632021,81.7,,,,,,,,,,,
60590632022,87,,,,,,,,,,,
60590632023,86.8,,,,,,,,,,,
60590632024,81.7,,,,,,,,,,,
60590633011,83.7,,,,,,,,,,,
60590633012,83.7,,,,,,,,,,,
60590633013,80.2,,,,,,,,,,,
60590633021,67.6,,,,,,,,,,,
60590633022,100,,,,,,,,,,,
60590633023,76.7,,,,,,,,,,,
60590633024,90,,,,,,,,,,,
60590636011,74.5,,,,,,,,,,,
60590636012,80.2,,,,,,,,,,,
60590636013,80.5,,,,,,,,,,,
60590636041,73.2,,,,,,,,,,,
60590636042,74.5,,,,,,,,,,,
60590636051,74.5,,,,,,,,,,,
60590636052,71.7,,,,,,,,,,,
60590636053,71.7,,,,,,,,,,,
60590637011,68.8,,,,,,,,,,,
60590637012,80.2,,,,,,,,,,,
60590637013,68.8,,,,,,,,,,,
60590637014,72.7,,,,,,,,,,,
60590637021,71.5,,,,,,,,,,,
60590637022,75.8,,,,,,,,,,,
60590637023,75.8,,,,,,,,,,,
60590637024,73.2,,,,,,,,,,,
60590637025,73.2,,,,,,,,,,,
60590638021,83.3,,,,,,,,,,,
60590638022,87.6,,,,,,,,,,,
60590638031,86.6,,,,,,,,,,,
60590638032,85,,,,,,,,,,,
60590638033,74.5,,,,,,,,,,,
60590638034,74.5,,,,,,,,,,,
60590638051,86.2,,,,,,,,,,,
60590638052,86.8,,,,,,,,,,,
60590638061,78.6,,,,,,,,,,,
60590638062,91.3,,,,,,,,,,,
60590638063,92.3,,,,,,,,,,,
60590638071,78.6,,,,,,,,,,,
60590638072,76.7,,,,,,,,,,,
60590638081,70.75,,,,,,,,,,,
60590638082,70.75,,,,,,,,,,,
60590639021,81,,,,,,,,,,,
60590639022,63.9,,,,,,,,,,,
60590639023,60.1,,,,,,,,,,,
60590639024,63.9,,,,,,,,,,,
60590639031,81.6,,,,,,,,,,,
60590639032,80.3,,,,,,,,,,,
60590639041,73.9,,,,,,,,,,,
60590639042,84.3,,,,,,,,,,,
60590639043,84.3,,,,,,,,,,,
60590639051,84.9,,,,,,,,,,,
60590639052,73.7,,,,,,,,,,,
60590639053,83.5,,,,,,,,,,,
60590639061,70.6,,,,,,,,,,,
60590639062,70.6,,,,,,,,,,,
60590639063,82.3,,,,,,,,,,,
60590639071,76.4,,,,,,,,,,,
60590639072,81.3,,,,,,,,,,,
60590639073,77.8,,,,,,,,,,,
60590639081,82.7,,,,,,,,,,,
60590639082,79.4,,,,,,,,,,,
60590639083,76.8,,,,,,,,,,,
60590639084,76.8,,,,,,,,,,,
