,ALAND,AWATER,BLKGRPCE,COUNTYFP,FUNCSTAT,GEOID,GEOID_Data,H01B25002e1,H01B25002e2,H01B25002e3,H02B25024e1,H02B25024e10,H02B25024e11,H02B25024e2,H02B25024e3,H02B25024e4,H02B25024e5,H02B25024e6,H02B25024e7,H02B25024e8,H02B25024e9,H03B25033e1,H03B25033e10,H03B25033e11,H03B25033e12,H03B25033e13,H03B25033e2,H03B25033e3,H03B25033e4,H03B25033e5,H03B25033e6,H03B25033e7,H03B25033e8,H03B25033e9,H04B25034e1,H04B25034e10,H04B25034e11,H04B25034e2,H04B25034e3,H04B25034e4,H04B25034e5,H04B25034e6,H04B25034e7,H04B25034e8,H04B25034e9,H04B25035e1,H04B25037e1,H04B25037e2,H04B25037e3,H05B25017e1,H05B25017e10,H05B25017e2,H05B25017e3,H05B25017e4,H05B25017e5,H05B25017e6,H05B25017e7,H05B25017e8,H05B25017e9,H05B25018e1,H05B25019e1,H05B25021e1,H05B25021e2,H05B25021e3,H05B25022e1,H05B25022e2,H05B25022e3,H06B25041e1,H06B25041e2,H06B25041e3,H06B25041e4,H06B25041e5,H06B25041e6,H06B25041e7,H06B25042e10,H06B25042e11,H06B25042e12,H06B25042e13,H06B25042e14,H06B25042e15,H06B25042e3,H06B25042e4,H06B25042e5,H06B25042e6,H06B25042e7,H06B25042e8,H06B25042e9,H07B25003Ae1,H07B25003Ae2,H07B25003Ae3,H07B25003Be1,H07B25003Be2,H07B25003Be3,H07B25003Ce1,H07B25003Ce2,H07B25003Ce3,H07B25003De1,H07B25003De2,H07B25003De3,H07B25003Ee1,H07B25003Ee2,H07B25003Ee3,H07B25003Fe1,H07B25003Fe2,H07B25003Fe3,H07B25003Ge1,H07B25003Ge2,H07B25003Ge3,H07B25003He1,H07B25003He2,H07B25003He3,H07B25003Ie1,H07B25003Ie2,H07B25003Ie3,H07B25003e1,H07B25003e2,H07B25003e3,H07B25007e10,H07B25007e11,H07B25007e13,H07B25007e14,H07B25007e15,H07B25007e16,H07B25007e17,H07B25007e18,H07B25007e19,H07B25007e20,H07B25007e21,H07B25007e3,H07B25007e4,H07B25007e5,H07B25007e6,H07B25007e7,H07B25007e8,H07B25007e9,H07B25010e1,H07B25010e2,H07B25010e3,H08B25008e1,H08B25008e2,H08B25008e3,H09B25004e1,H09B25004e2,H09B25004e3,H09B25004e4,H09B25004e5,H09B25004e6,H09B25004e7,H09B25004e8,H10B25006e1,H10B25006e2,H10B25006e3,H10B25006e4,H10B25006e5,H10B25006e6,H10B25006e7,H10B25006e8,H11B25038e1,H11B25038e10,H11B25038e11,H11B25038e12,H11B25038e13,H11B25038e14,H11B25038e15,H11B25038e2,H11B25038e3,H11B25038e4,H11B25038e5,H11B25038e6,H11B25038e7,H11B25038e8,H11B25038e9,H11B25039e1,H11B25039e2,H11B25039e3,H12B25044e1,H12B25044e10,H12B25044e11,H12B25044e12,H12B25044e13,H12B25044e14,H12B25044e15,H12B25044e2,H12B25044e3,H12B25044e4,H12B25044e5,H12B25044e6,H12B25044e7,H12B25044e8,H12B25044e9,H12B25046e1,H12B25046e2,H12B25046e3,H13B25040e1,H13B25040e10,H13B25040e2,H13B25040e3,H13B25040e4,H13B25040e5,H13B25040e6,H13B25040e7,H13B25040e8,H13B25040e9,H14B25016e1,H14B25016e11,H14B25016e16,H14B25016e2,H14B25016e7,H14B25043e16,H14B25043e7,H14B25053e4,H14B25053e7,H15B25014e1,H15B25014e10,H15B25014e11,H15B25014e12,H15B25014e13,H15B25014e2,H15B25014e3,H15B25014e4,H15B25014e5,H15B25014e6,H15B25014e7,H15B25014e8,H15B25014e9,H16B25075e1,H16B25075e10,H16B25075e11,H16B25075e12,H16B25075e13,H16B25075e14,H16B25075e15,H16B25075e16,H16B25075e17,H16B25075e18,H16B25075e19,H16B25075e2,H16B25075e20,H16B25075e21,H16B25075e22,H16B25075e23,H16B25075e24,H16B25075e25,H16B25075e26,H16B25075e27,H16B25075e3,H16B25075e4,H16B25075e5,H16B25075e6,H16B25075e7,H16B25075e8,H16B25075e9,H16B25076e1,H16B25077e1,H16B25078e1,H16B25079e1,H16B25083e1,H17B25085e1,H17B25085e10,H17B25085e11,H17B25085e12,H17B25085e13,H17B25085e14,H17B25085e15,H17B25085e16,H17B25085e17,H17B25085e18,H17B25085e19,H17B25085e2,H17B25085e20,H17B25085e21,H17B25085e22,H17B25085e23,H17B25085e24,H17B25085e25,H17B25085e26,H17B25085e27,H17B25085e3,H17B25085e4,H17B25085e5,H17B25085e6,H17B25085e7,H17B25085e8,H17B25085e9,H17B25086e1,H18B25081e1,H18B25081e2,H18B25081e4,H18B25081e5,H18B25081e6,H18B25081e7,H18B25081e8,H18B25082e1,H18B25082e2,H18B25082e3,H19B25087e1,H19B25087e10,H19B25087e11,H19B25087e12,H19B25087e13,H19B25087e14,H19B25087e15,H19B25087e16,H19B25087e17,H19B25087e18,H19B25087e19,H19B25087e2,H19B25087e20,H19B25087e21,H19B25087e22,H19B25087e23,H19B25087e24,H19B25087e25,H19B25087e26,H19B25087e27,H19B25087e28,H19B25087e29,H19B25087e3,H19B25087e30,H19B25087e31,H19B25087e32,H19B25087e33,H19B25087e34,H19B25087e35,H19B25087e36,H19B25087e37,H19B25087e38,H19B25087e39,H19B25087e4,H19B25087e5,H19B25087e6,H19B25087e7,H19B25087e8,H19B25087e9,H19B25088e1,H19B25088e2,H19B25088e3,H19B25089e1,H19B25089e2,H19B25089e3,H20B25091e1,H20B25091e10,H20B25091e11,H20B25091e12,H20B25091e13,H20B25091e14,H20B25091e15,H20B25091e16,H20B25091e17,H20B25091e18,H20B25091e19,H20B25091e2,H20B25091e20,H20B25091e21,H20B25091e22,H20B25091e23,H20B25091e3,H20B25091e4,H20B25091e5,H20B25091e6,H20B25091e7,H20B25091e8,H20B25091e9,H20B25092e1,H20B25092e2,H20B25092e3,H21B25056e2,H21B25057e1,H21B25058e1,H21B25059e1,H21B25060e1,H21B25061e1,H21B25062e1,H22B25063e10,H22B25063e11,H22B25063e12,H22B25063e13,H22B25063e14,H22B25063e15,H22B25063e16,H22B25063e17,H22B25063e18,H22B25063e19,H22B25063e2,H22B25063e20,H22B25063e21,H22B25063e22,H22B25063e23,H22B25063e24,H22B25063e25,H22B25063e26,H22B25063e27,H22B25063e3,H22B25063e4,H22B25063e5,H22B25063e6,H22B25063e7,H22B25063e8,H22B25063e9,H22B25064e1,H22B25065e1,H23B25070e1,H23B25070e10,H23B25070e11,H23B25070e2,H23B25070e3,H23B25070e4,H23B25070e5,H23B25070e6,H23B25070e7,H23B25070e8,H23B25070e9,INTPTLAT,INTPTLON,MTFCC,NAMELSAD,OBJECTID,STATEFP,Shape__Area,Shape__Length,TRACTCE
10,337366,0,2,059,S,060590632012,15000US060590632012,464,457,7,464,0,0,345,53,0,34,18,0,0,14,1174,63,66,0,0,590,567,23,0,0,0,584,455,464,44,79,0,0,33,34,23,49,94,108,1960,1960,1965.0,1953.0,464,22,11,10,39,123,126,82,41,10,4.9,2341,4.9,5.6,4.6,2271.0,1215.0,1056.0,464,11,57,206,147,36,7,11,49,130,38,8,0,0,8,76,109,28,0,236,389,181,208,12,0,12,0,0,0,15,9,6,0,0,0,23,23,0,18,8,10,347,181,166,65,23,42,457,221,236,0,27,0,95,77,28,28,0,8,0,0,0,22,39,79,8,19,27,2.57,2.67,2.47,1174,590,584,7,0,0,0,0,7,0,0,457,389,12,0,15,0,23,18,457,37,35,131,33,0,0,221,0,17,86,40,15,63,236,2012.0,2008.0,2013.0,457,0,45,167,14,10,0,221,8,48,92,65,0,8,236,936.0,475.0,461.0,457,0,405,0,52,0,0,0,0,0,457,236,0,221,0,12,0,0,0,457,78,10,0,0,221,120,101,0,0,0,236,148,221,0,15,0,0,0,0,0,0,0,0,0,0,0,0,43,84,79,0,0,0,0,0,0,0,0,0,734000.0,906300.0,1118800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,221,137,0,0,0,137,84,188825000.0,127150000.0,61675000.0,221,0,0,23,0,0,0,0,4,61,49,137,84,10,0,0,28,0,19,0,8,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,3840.0,311.0,551800.0,521300.0,30500.0,221,55,12,0,84,57,0,8,8,0,0,137,0,11,0,0,0,26,10,23,11,0,0,21.5,29.3,9.0,219,1612.0,1977.0,2542.0,444200.0,0,,0,0,0,0,0,0,0,10,0,12,219,0,16,73,49,51,0,8,17,0,0,0,0,0,0,0,1990.0,460600.0,236,48,17,0,33,16,26,55,8,22,11,+33.6508524,-117.9035781,G5030,Block Group 2,964,06,488130.01953125,2995.99423426878,063201
11,132398,0,1,059,S,060590632021,15000US060590632021,379,328,51,379,62,0,97,20,11,24,26,54,12,73,834,140,351,0,0,271,209,0,0,62,0,563,72,379,0,0,13,0,19,25,28,157,43,94,1973,1972,1971.0,1972.0,379,0,47,56,94,61,92,20,9,0,3.4,1328,3.4,4.6,3.0,1176.0,526.0,650.0,379,47,140,115,77,0,0,47,96,58,11,0,0,0,18,32,66,0,0,212,253,116,137,0,0,0,0,0,0,35,0,35,0,0,0,40,0,40,0,0,0,187,116,71,76,0,76,328,116,212,0,0,7,101,15,19,19,18,24,9,0,0,45,10,22,0,18,21,2.54,2.34,2.66,834,271,563,51,0,0,25,0,26,0,0,328,253,0,0,35,0,40,0,328,7,66,90,31,10,8,116,0,19,67,30,0,0,212,2013.0,2012.0,2013.0,328,8,131,62,7,4,0,116,0,42,74,0,0,0,212,482.0,190.0,292.0,328,15,164,0,149,0,0,0,0,0,328,212,9,116,0,0,11,0,0,328,152,0,15,0,116,61,55,0,0,0,212,45,116,8,0,10,0,0,0,0,0,0,0,0,0,0,0,13,56,10,0,0,0,0,0,0,8,0,11,,785700.0,915200.0,,49500.0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,116,76,20,0,0,56,40,68085000.0,58500000.0,9585000.0,116,0,0,0,10,0,0,0,36,0,30,76,40,0,0,0,0,0,0,0,0,13,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,3111.0,3389.0,837.0,292600.0,262600.0,30100.0,116,0,11,0,40,0,11,21,0,0,8,76,0,0,0,0,0,0,0,46,0,19,0,22.8,24.1,17.1,212,1037.0,1213.0,1589.0,271100.0,0,,0,0,0,0,0,0,0,0,24,0,212,74,42,22,41,0,0,0,0,0,0,0,0,9,0,0,1247.0,290100.0,212,50,0,0,8,32,59,26,9,9,19,+33.6468334,-117.9108849,G5030,Block Group 1,965,06,191546.61328125,2012.43491449782,063202
12,331171,0,2,059,S,060590632022,15000US060590632022,512,392,120,512,0,0,405,60,25,22,0,0,0,0,930,100,0,0,0,548,548,0,0,0,0,382,282,512,104,83,28,11,10,0,28,31,62,155,1954,1954,1952.0,1957.0,512,9,0,11,71,185,141,43,46,6,4.4,2398,4.2,4.5,3.8,1824.0,1050.0,774.0,512,0,27,320,109,56,0,0,18,134,15,15,0,0,9,95,65,41,0,182,335,161,174,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,49,49,0,335,161,174,0,0,0,392,210,182,20,0,0,58,18,50,23,9,24,0,0,0,6,29,88,9,8,50,2.37,2.61,2.1,930,548,382,120,8,0,28,29,29,0,26,392,335,0,0,8,0,0,49,392,17,28,88,29,9,11,210,0,0,35,19,57,99,182,2004.0,1991.0,2012.0,392,5,84,84,0,9,0,210,0,67,79,27,9,28,182,778.0,490.0,288.0,392,18,309,8,57,0,0,0,0,0,392,182,0,210,0,5,0,0,0,392,71,11,0,0,210,143,67,0,0,0,182,100,210,0,0,0,0,0,0,0,0,9,0,0,0,0,17,76,44,55,9,0,0,0,0,0,0,0,0,587200.0,767000.0,1070100.0,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,0,0,0,,210,160,0,8,0,152,50,171290000.0,132350000.0,38940000.0,210,9,0,0,9,57,28,0,30,11,16,160,50,0,0,0,0,0,0,8,6,0,0,9,9,0,0,0,10,8,0,0,0,0,0,0,0,0,0,1662.0,2089.0,722.0,422000.0,382200.0,39800.0,210,9,0,0,50,41,0,0,0,0,9,160,0,0,0,0,10,9,20,58,30,24,0,22.2,23.5,9.0,182,1149.0,1694.0,1947.0,311600.0,8,,0,0,0,0,0,0,0,0,9,0,182,31,16,90,0,5,31,0,0,0,0,0,0,0,0,0,1694.0,334200.0,182,49,0,0,38,6,52,31,0,0,6,+33.6424291,-117.9118259,G5030,Block Group 2,966,06,479076.22265625,2947.49050366808,063202
13,324028,0,3,059,S,060590632023,15000US060590632023,342,342,0,342,0,0,331,11,0,0,0,0,0,0,968,0,0,0,0,756,756,0,0,0,0,212,212,342,81,11,6,0,19,0,17,17,71,120,1957,1957,1955.0,1964.0,342,46,0,0,0,15,177,50,27,27,5.4,2113,5.4,5.7,,2113.0,1818.0,295.0,342,0,0,39,206,69,28,0,0,0,59,0,0,0,0,39,147,69,28,59,335,276,59,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,335,276,59,0,0,0,342,283,59,30,0,0,38,10,11,0,0,0,0,0,0,32,60,73,66,0,22,2.83,2.67,3.59,968,756,212,0,0,0,0,0,0,0,0,342,335,0,0,7,0,0,0,342,30,18,11,0,0,0,283,12,11,54,78,87,41,59,2006.0,2002.0,2018.0,342,8,10,0,30,0,11,283,0,56,137,42,48,0,59,814.0,648.0,166.0,342,30,279,7,26,0,0,0,0,0,342,59,0,283,0,0,0,0,0,342,59,0,0,0,283,208,68,7,0,0,59,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,107,90,25,36,0,0,0,0,0,0,0,856900.0,1038900.0,1415900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,283,181,0,36,0,145,102,385130000.0,203780000.0,181350000.0,283,0,0,0,0,0,29,8,12,55,77,181,102,0,0,0,0,0,0,0,0,29,0,0,15,8,0,0,0,7,9,0,34,0,0,0,0,0,0,3104.0,3877.0,,932600.0,821000.0,111600.0,283,11,18,0,102,22,13,0,9,0,8,181,0,22,28,0,0,21,56,10,4,42,19,30.7,29.4,34.4,59,2734.0,3131.0,3316.0,172600.0,0,,0,0,0,0,0,0,0,0,0,0,59,0,0,0,11,8,30,10,0,0,0,0,0,0,0,0,3175.0,183900.0,59,0,0,0,11,30,0,8,0,10,0,+33.6377321,-117.9050905,G5030,Block Group 3,967,06,468693.77734375,2903.58315346102,063202
14,203597,0,4,059,S,060590632024,15000US060590632024,392,392,0,392,0,0,221,10,28,0,0,0,81,52,1008,97,213,0,0,490,490,0,0,0,0,518,208,392,31,0,0,0,0,0,33,90,114,124,1964,1964,1959.0,1967.0,392,7,7,24,92,20,101,25,33,83,5.0,2045,5.0,6.8,3.4,2045.0,1113.0,932.0,392,7,126,10,128,46,75,7,126,0,61,0,31,0,0,10,67,46,44,225,314,122,192,0,0,0,0,0,0,16,9,7,0,0,0,62,36,26,0,0,0,257,96,161,119,62,57,392,167,225,20,0,0,90,56,9,0,0,0,33,37,0,0,10,88,0,34,15,2.57,2.93,2.3,1008,490,518,0,0,0,0,0,0,0,0,392,314,0,0,16,0,62,0,392,72,35,52,31,0,35,167,0,0,47,46,59,15,225,2011.0,2002.0,2014.0,392,39,66,50,11,59,0,167,0,30,86,8,17,26,225,885.0,450.0,435.0,392,57,308,0,27,0,0,0,0,0,392,225,0,167,0,0,0,0,0,392,106,0,7,0,167,122,45,0,0,0,225,112,167,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,39,68,7,0,0,0,0,0,0,0,0,684600.0,945500.0,1166300.0,159914000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,167,112,0,0,0,112,55,159914000.0,106200000.0,53714000.0,167,0,0,0,0,0,0,0,53,26,33,112,55,0,0,7,0,0,0,0,0,8,0,0,7,0,10,0,6,10,0,7,0,0,0,0,0,0,0,3269.0,3558.0,955.0,469900.0,420600.0,49300.0,167,0,0,0,55,32,13,0,0,0,0,112,0,0,10,0,0,44,9,0,33,0,26,14.5,25.5,9.0,225,,1873.0,2354.0,427800.0,0,,7,0,0,0,0,0,0,0,0,0,225,9,21,57,31,28,8,31,0,0,0,0,0,0,33,0,1873.0,451500.0,225,39,0,8,21,10,35,30,25,26,31,+33.6442198,-117.9079689,G5030,Block Group 4,968,06,294537.91015625,2420.80879078101,063202
15,330599,0,1,059,S,060590633011,15000US060590633011,627,562,65,627,0,0,37,93,50,182,71,43,140,11,988,423,320,0,0,102,102,0,0,0,0,886,143,627,33,28,9,0,14,90,102,97,226,28,1970,1971,1991.0,1970.0,627,9,71,67,145,200,106,11,11,7,3.7,2259,3.6,6.0,3.4,2021.0,424.0,1597.0,627,80,214,204,122,7,0,80,214,128,75,0,0,0,0,11,47,7,0,497,508,58,450,14,0,14,0,0,0,7,7,0,0,0,0,0,0,0,33,0,33,465,47,418,43,11,32,562,65,497,9,7,6,268,104,38,22,21,38,0,0,0,9,0,11,11,11,7,1.76,1.57,1.78,988,102,886,65,0,22,0,0,43,0,0,562,508,14,0,7,0,0,33,562,55,85,349,8,0,0,65,0,0,9,27,18,11,497,2013.0,2001.0,2013.0,562,28,265,123,81,0,0,65,0,36,18,11,0,0,497,859.0,105.0,754.0,562,38,382,8,134,0,0,0,0,0,562,497,0,65,0,21,0,0,11,562,185,0,29,0,65,54,11,0,0,0,497,283,65,0,0,0,0,0,0,0,0,0,0,0,0,7,0,22,20,9,0,7,0,0,0,0,0,0,0,605100.0,793800.0,996900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,65,47,0,38,0,9,18,,,,65,0,0,0,0,0,20,18,0,0,9,47,18,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2363.0,2597.0,,,,,65,0,7,0,18,18,0,0,0,0,0,47,0,0,0,0,0,0,11,9,11,0,9,21.9,26.6,,487,1327.0,1668.0,2079.0,813600.0,22,,0,0,0,0,0,0,0,0,0,0,487,77,85,168,122,35,0,0,10,0,0,0,0,0,0,0,1743.0,853600.0,497,109,10,0,82,21,86,129,50,0,10,+33.6393712,-117.9176214,G5030,Block Group 1,969,06,478214.859375,2896.05629529304,063301
16,324236,0,2,059,S,060590633012,15000US060590633012,484,484,0,484,0,0,202,76,11,82,72,33,0,8,1094,241,272,0,0,259,227,32,0,0,0,835,322,484,88,29,0,0,11,27,21,95,98,115,1961,1961,1954.0,1962.0,484,3,9,22,49,171,124,89,17,0,4.4,2190,4.4,5.0,4.3,2190.0,747.0,1443.0,484,9,65,245,162,0,3,9,55,178,92,0,0,0,10,67,70,0,3,334,434,140,294,9,0,9,12,0,12,11,3,8,0,0,0,11,0,11,7,7,0,413,132,281,33,8,25,484,150,334,15,0,8,123,67,85,0,27,9,15,0,0,5,44,40,0,12,34,2.26,1.73,2.5,1094,259,835,0,0,0,0,0,0,0,0,484,434,9,12,11,0,11,7,484,47,65,153,42,20,7,150,9,8,56,5,35,37,334,2012.0,2006.0,2013.0,484,0,178,141,15,0,0,150,10,48,67,25,0,0,334,762.0,257.0,505.0,484,25,348,9,102,0,0,0,0,0,484,334,0,150,0,18,15,0,0,484,110,17,0,0,150,134,16,0,0,0,334,207,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,57,49,15,0,0,0,0,0,0,0,0,787300.0,951800.0,1161600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,150,96,0,11,0,85,54,143695000.0,103745000.0,39950000.0,150,0,0,0,0,28,20,15,5,9,19,96,54,11,0,0,0,10,0,28,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1917.0,2500.0,361.0,311900.0,292700.0,19200.0,150,0,43,0,54,28,21,5,0,0,0,96,0,0,0,0,0,25,15,10,3,0,0,15.3,24.0,9.0,334,1651.0,2118.0,2720.0,742500.0,0,,0,0,0,7,0,0,0,0,0,0,334,9,40,58,111,24,66,19,0,0,0,0,0,0,0,0,2239.0,770800.0,334,94,0,0,20,69,8,75,24,20,24,+33.6370234,-117.9142547,G5030,Block Group 2,970,06,468984.76953125,2905.83141063024,063301
17,380971,0,3,059,S,060590633023,15000US060590633023,554,542,12,554,0,0,354,146,0,45,0,9,0,0,1421,54,9,0,0,745,745,0,0,0,0,676,613,554,38,18,41,12,16,39,56,58,115,161,1965,1966,1963.0,1967.0,554,22,26,9,51,147,110,34,81,74,4.9,2896,4.8,6.8,4.0,2824.0,1522.0,1302.0,554,26,9,233,135,151,0,26,9,190,42,41,0,0,0,43,93,98,0,308,468,178,290,0,0,0,0,0,0,57,48,9,0,0,0,0,0,0,17,8,9,449,178,271,19,0,19,542,234,308,0,0,0,36,107,72,12,50,18,13,0,0,7,39,139,0,15,34,2.62,3.18,2.19,1421,745,676,12,0,0,0,12,0,0,0,542,468,0,0,57,0,0,17,542,0,24,178,59,38,9,234,14,39,33,54,85,9,308,2010.0,2004.0,2011.0,542,0,119,147,33,9,0,234,0,28,145,37,24,0,308,1073.0,525.0,548.0,542,34,390,19,85,0,0,0,14,0,542,308,0,234,0,0,0,0,0,542,152,0,0,0,234,116,118,0,0,0,308,156,234,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,41,147,15,0,0,0,0,0,0,0,9,917700.0,1114800.0,1278100.0,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,,234,162,8,43,0,111,72,243632000.0,172672000.0,70960000.0,234,6,0,9,0,14,15,21,19,33,45,162,72,0,0,0,0,0,14,0,8,13,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,2524.0,3421.0,,615900.0,556100.0,59800.0,234,0,8,0,72,35,37,0,0,0,0,162,0,0,0,0,17,14,25,24,29,31,14,17.8,25.2,10.1,300,1398.0,1894.0,3000.0,638400.0,0,,0,0,0,0,0,0,0,0,0,0,300,26,42,73,43,32,71,13,8,0,0,0,0,0,0,0,2105.0,664500.0,308,62,14,0,26,21,22,91,7,0,65,+33.6292900,-117.9201115,G5030,Block Group 3,971,06,550948.453125,3281.49320609435,063302
18,323917,0,4,059,S,060590633024,15000US060590633024,392,392,0,392,0,0,256,53,32,34,8,9,0,0,1154,88,28,0,0,992,981,11,0,0,0,162,46,392,18,0,0,0,8,82,21,38,8,217,1958,1958,1958.0,1959.0,392,19,0,9,22,60,72,141,35,34,5.7,2274,5.7,6.0,3.9,2274.0,1919.0,355.0,392,0,19,84,247,42,0,0,19,53,15,0,0,0,0,31,232,42,0,87,375,297,78,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,9,0,9,317,252,65,58,45,13,392,305,87,20,0,0,28,17,25,0,7,10,0,0,0,31,85,81,23,44,21,2.94,3.25,1.86,1154,992,162,0,0,0,0,0,0,0,0,392,375,0,0,8,0,0,9,392,0,35,37,8,0,7,305,7,23,65,66,106,38,87,2006.0,2001.0,2014.0,392,0,39,48,0,0,0,305,0,90,87,45,23,60,87,926.0,791.0,135.0,392,0,348,0,37,0,0,7,0,0,392,87,0,305,0,0,8,0,0,392,19,0,0,0,305,196,97,12,0,0,87,68,305,0,0,0,0,0,0,0,0,0,0,0,0,0,11,64,57,165,8,0,0,0,0,0,0,0,0,755500.0,1047500.0,1224000.0,292824000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,305,250,0,73,0,177,55,292824000.0,252560000.0,40264000.0,305,0,0,0,17,12,11,81,34,21,74,250,55,0,0,0,0,0,9,9,0,23,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2855.0,3059.0,541.0,886500.0,855100.0,31500.0,305,0,34,11,55,32,9,0,0,14,0,250,0,0,0,0,0,26,26,74,79,0,0,23.6,24.6,9.0,79,1145.0,1513.0,2006.0,125600.0,0,,0,0,0,0,0,0,0,0,0,7,79,22,10,20,12,8,0,0,8,0,0,0,0,0,0,0,1513.0,129000.0,87,12,8,0,33,7,0,17,0,0,10,+33.6293578,-117.9134124,G5030,Block Group 4,972,06,468439.7578125,2903.303004156,063302
19,323506,0,4,059,S,060590631024,15000US060590631024,715,715,0,715,0,0,88,343,22,62,112,45,43,0,1647,154,220,0,0,931,728,47,156,0,0,716,342,715,7,23,0,0,51,22,148,233,186,45,1974,1974,1975.0,1973.0,715,64,0,0,86,93,173,187,61,51,5.5,4051,5.5,5.9,4.3,4051.0,2558.0,1493.0,715,0,20,209,276,187,23,0,20,163,75,53,0,0,0,46,201,134,23,311,597,325,272,0,0,0,0,0,0,46,7,39,0,0,0,0,0,0,72,72,0,581,324,257,45,30,15,715,404,311,22,0,0,136,41,0,97,22,15,0,0,0,8,61,55,0,105,153,2.3,2.3,2.3,1647,931,716,0,0,0,0,0,0,0,0,715,597,0,0,46,0,0,72,715,21,80,82,99,0,29,404,0,0,47,45,116,196,311,2001.0,1991.0,2012.0,715,0,68,185,0,39,19,404,14,54,271,35,30,0,311,1510.0,821.0,689.0,715,21,523,0,171,0,0,0,0,0,715,311,0,404,0,0,0,0,0,715,93,0,0,0,404,335,69,0,0,0,311,218,404,0,0,0,0,0,0,0,0,0,0,0,0,0,8,254,85,34,0,23,0,0,0,0,0,0,0,591500.0,690900.0,870600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,404,336,44,63,0,229,68,315345000.0,250735000.0,64610000.0,404,0,0,15,0,65,79,21,33,61,39,336,68,0,0,0,0,0,0,0,0,21,0,35,0,0,0,0,0,0,12,0,0,0,0,23,0,0,0,2196.0,2411.0,637.0,961400.0,909300.0,52100.0,404,17,44,0,68,21,0,14,12,0,0,336,0,0,21,0,23,15,24,114,78,7,14,24.2,24.6,19.6,296,1445.0,1803.0,2626.0,569700.0,0,,0,0,0,0,14,0,0,0,0,0,296,0,77,94,12,99,0,0,15,0,0,0,0,0,0,0,1803.0,595200.0,311,45,15,14,0,39,20,74,15,31,58,+33.6542429,-117.8915047,G5030,Block Group 4,1074,06,468116.16015625,2927.43003187623,063102
