,ALAND,AWATER,BLKGRPCE,COUNTYFP,FUNCSTAT,GEOID,GEOID_Data,H01B25002e1,H01B25002e2,H01B25002e3,H02B25024e1,H02B25024e10,H02B25024e11,H02B25024e2,H02B25024e3,H02B25024e4,H02B25024e5,H02B25024e6,H02B25024e7,H02B25024e8,H02B25024e9,H03B25033e1,H03B25033e10,H03B25033e11,H03B25033e12,H03B25033e13,H03B25033e2,H03B25033e3,H03B25033e4,H03B25033e5,H03B25033e6,H03B25033e7,H03B25033e8,H03B25033e9,H04B25034e1,H04B25034e10,H04B25034e11,H04B25034e2,H04B25034e3,H04B25034e4,H04B25034e5,H04B25034e6,H04B25034e7,H04B25034e8,H04B25034e9,H04B25035e1,H04B25037e1,H04B25037e2,H04B25037e3,H05B25017e1,H05B25017e10,H05B25017e2,H05B25017e3,H05B25017e4,H05B25017e5,H05B25017e6,H05B25017e7,H05B25017e8,H05B25017e9,H05B25018e1,H05B25019e1,H05B25021e1,H05B25021e2,H05B25021e3,H05B25022e1,H05B25022e2,H05B25022e3,H06B25041e1,H06B25041e2,H06B25041e3,H06B25041e4,H06B25041e5,H06B25041e6,H06B25041e7,H06B25042e10,H06B25042e11,H06B25042e12,H06B25042e13,H06B25042e14,H06B25042e15,H06B25042e3,H06B25042e4,H06B25042e5,H06B25042e6,H06B25042e7,H06B25042e8,H06B25042e9,H07B25003Ae1,H07B25003Ae2,H07B25003Ae3,H07B25003Be1,H07B25003Be2,H07B25003Be3,H07B25003Ce1,H07B25003Ce2,H07B25003Ce3,H07B25003De1,H07B25003De2,H07B25003De3,H07B25003Ee1,H07B25003Ee2,H07B25003Ee3,H07B25003Fe1,H07B25003Fe2,H07B25003Fe3,H07B25003Ge1,H07B25003Ge2,H07B25003Ge3,H07B25003He1,H07B25003He2,H07B25003He3,H07B25003Ie1,H07B25003Ie2,H07B25003Ie3,H07B25003e1,H07B25003e2,H07B25003e3,H07B25007e10,H07B25007e11,H07B25007e13,H07B25007e14,H07B25007e15,H07B25007e16,H07B25007e17,H07B25007e18,H07B25007e19,H07B25007e20,H07B25007e21,H07B25007e3,H07B25007e4,H07B25007e5,H07B25007e6,H07B25007e7,H07B25007e8,H07B25007e9,H07B25010e1,H07B25010e2,H07B25010e3,H08B25008e1,H08B25008e2,H08B25008e3,H09B25004e1,H09B25004e2,H09B25004e3,H09B25004e4,H09B25004e5,H09B25004e6,H09B25004e7,H09B25004e8,H10B25006e1,H10B25006e2,H10B25006e3,H10B25006e4,H10B25006e5,H10B25006e6,H10B25006e7,H10B25006e8,H11B25038e1,H11B25038e10,H11B25038e11,H11B25038e12,H11B25038e13,H11B25038e14,H11B25038e15,H11B25038e2,H11B25038e3,H11B25038e4,H11B25038e5,H11B25038e6,H11B25038e7,H11B25038e8,H11B25038e9,H11B25039e1,H11B25039e2,H11B25039e3,H12B25044e1,H12B25044e10,H12B25044e11,H12B25044e12,H12B25044e13,H12B25044e14,H12B25044e15,H12B25044e2,H12B25044e3,H12B25044e4,H12B25044e5,H12B25044e6,H12B25044e7,H12B25044e8,H12B25044e9,H12B25046e1,H12B25046e2,H12B25046e3,H13B25040e1,H13B25040e10,H13B25040e2,H13B25040e3,H13B25040e4,H13B25040e5,H13B25040e6,H13B25040e7,H13B25040e8,H13B25040e9,H14B25016e1,H14B25016e11,H14B25016e16,H14B25016e2,H14B25016e7,H14B25043e16,H14B25043e7,H14B25053e4,H14B25053e7,H15B25014e1,H15B25014e10,H15B25014e11,H15B25014e12,H15B25014e13,H15B25014e2,H15B25014e3,H15B25014e4,H15B25014e5,H15B25014e6,H15B25014e7,H15B25014e8,H15B25014e9,H16B25075e1,H16B25075e10,H16B25075e11,H16B25075e12,H16B25075e13,H16B25075e14,H16B25075e15,H16B25075e16,H16B25075e17,H16B25075e18,H16B25075e19,H16B25075e2,H16B25075e20,H16B25075e21,H16B25075e22,H16B25075e23,H16B25075e24,H16B25075e25,H16B25075e26,H16B25075e27,H16B25075e3,H16B25075e4,H16B25075e5,H16B25075e6,H16B25075e7,H16B25075e8,H16B25075e9,H16B25076e1,H16B25077e1,H16B25078e1,H16B25079e1,H16B25083e1,H17B25085e1,H17B25085e10,H17B25085e11,H17B25085e12,H17B25085e13,H17B25085e14,H17B25085e15,H17B25085e16,H17B25085e17,H17B25085e18,H17B25085e19,H17B25085e2,H17B25085e20,H17B25085e21,H17B25085e22,H17B25085e23,H17B25085e24,H17B25085e25,H17B25085e26,H17B25085e27,H17B25085e3,H17B25085e4,H17B25085e5,H17B25085e6,H17B25085e7,H17B25085e8,H17B25085e9,H17B25086e1,H18B25081e1,H18B25081e2,H18B25081e4,H18B25081e5,H18B25081e6,H18B25081e7,H18B25081e8,H18B25082e1,H18B25082e2,H18B25082e3,H19B25087e1,H19B25087e10,H19B25087e11,H19B25087e12,H19B25087e13,H19B25087e14,H19B25087e15,H19B25087e16,H19B25087e17,H19B25087e18,H19B25087e19,H19B25087e2,H19B25087e20,H19B25087e21,H19B25087e22,H19B25087e23,H19B25087e24,H19B25087e25,H19B25087e26,H19B25087e27,H19B25087e28,H19B25087e29,H19B25087e3,H19B25087e30,H19B25087e31,H19B25087e32,H19B25087e33,H19B25087e34,H19B25087e35,H19B25087e36,H19B25087e37,H19B25087e38,H19B25087e39,H19B25087e4,H19B25087e5,H19B25087e6,H19B25087e7,H19B25087e8,H19B25087e9,H19B25088e1,H19B25088e2,H19B25088e3,H19B25089e1,H19B25089e2,H19B25089e3,H20B25091e1,H20B25091e10,H20B25091e11,H20B25091e12,H20B25091e13,H20B25091e14,H20B25091e15,H20B25091e16,H20B25091e17,H20B25091e18,H20B25091e19,H20B25091e2,H20B25091e20,H20B25091e21,H20B25091e22,H20B25091e23,H20B25091e3,H20B25091e4,H20B25091e5,H20B25091e6,H20B25091e7,H20B25091e8,H20B25091e9,H20B25092e1,H20B25092e2,H20B25092e3,H21B25056e2,H21B25057e1,H21B25058e1,H21B25059e1,H21B25060e1,H21B25061e1,H21B25062e1,H22B25063e10,H22B25063e11,H22B25063e12,H22B25063e13,H22B25063e14,H22B25063e15,H22B25063e16,H22B25063e17,H22B25063e18,H22B25063e19,H22B25063e2,H22B25063e20,H22B25063e21,H22B25063e22,H22B25063e23,H22B25063e24,H22B25063e25,H22B25063e26,H22B25063e27,H22B25063e3,H22B25063e4,H22B25063e5,H22B25063e6,H22B25063e7,H22B25063e8,H22B25063e9,H22B25064e1,H22B25065e1,H23B25070e1,H23B25070e10,H23B25070e11,H23B25070e2,H23B25070e3,H23B25070e4,H23B25070e5,H23B25070e6,H23B25070e7,H23B25070e8,H23B25070e9,INTPTLAT,INTPTLON,MTFCC,NAMELSAD,OBJECTID,STATEFP,Shape__Area,Shape__Length,TRACTCE
30,367145,0,1,059,S,060590637021,15000US060590637021,423,423,0,423,25,0,80,66,43,80,83,35,0,11,1066,250,238,151,0,187,142,45,0,0,0,879,240,423,0,0,0,41,9,11,59,193,42,68,1975,1975,1976.0,1975.0,423,0,28,0,105,134,38,82,22,14,4.1,1827,4.1,5.5,4.0,1827.0,347.0,1480.0,423,39,83,183,50,68,0,39,83,150,38,45,0,0,0,33,12,23,0,355,286,54,232,0,0,0,0,0,0,41,6,35,0,0,0,96,8,88,0,0,0,183,31,152,199,31,168,423,68,355,0,12,0,119,39,93,18,56,30,0,0,0,0,16,40,0,0,0,2.52,2.75,2.48,1066,187,879,0,0,0,0,0,0,0,0,423,286,0,0,41,0,96,0,423,28,39,171,65,33,19,68,0,0,24,9,23,12,355,2011.0,2000.0,2012.0,423,0,123,172,48,12,0,68,0,41,10,9,0,8,355,787.0,128.0,659.0,423,28,237,6,152,0,0,0,0,0,423,355,0,68,0,43,0,0,0,423,136,25,0,0,68,18,50,0,0,0,355,194,68,0,0,0,0,0,0,0,0,0,0,0,0,0,8,45,15,0,0,0,0,0,0,0,0,0,0,550000.0,644400.0,738900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,68,60,0,0,0,60,8,,,,68,0,0,0,0,0,10,0,29,21,0,60,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3276.0,3345.0,,,,,68,0,35,0,8,8,0,0,0,0,0,60,0,0,0,0,0,0,9,0,16,0,0,51.0,51.0,,355,1007.0,1602.0,1879.0,515700.0,0,,33,25,0,0,0,0,0,0,0,0,355,41,25,181,27,23,0,0,0,0,0,0,0,0,0,0,1648.0,553100.0,355,46,23,26,117,23,19,35,10,28,28,+33.6507555,-117.9142435,G5030,Block Group 1,1228,06,531216.77734375,3206.04848558277,063702
31,303512,0,3,059,S,060590637023,15000US060590637023,491,416,75,491,107,0,120,0,35,71,30,11,17,100,1089,341,369,21,0,296,204,0,28,64,0,793,62,491,0,19,52,66,70,21,6,133,72,52,1978,1979,2007.0,1975.0,491,0,11,33,166,166,42,22,0,51,3.7,1989,3.7,5.3,3.3,1719.0,857.0,862.0,491,18,169,179,125,0,0,18,127,65,52,0,0,0,12,69,73,0,0,262,283,135,148,0,0,0,0,0,0,7,0,7,0,0,0,63,0,63,63,19,44,239,120,119,117,15,102,416,154,262,33,19,15,134,11,78,0,7,17,0,0,0,51,0,20,19,0,12,2.62,1.92,3.03,1089,296,793,75,0,0,0,0,46,0,29,416,283,0,0,7,0,63,63,416,18,34,203,7,0,0,154,0,21,83,38,12,0,262,2013.0,2012.0,2013.0,416,0,88,156,18,0,0,154,0,84,70,0,0,0,262,678.0,224.0,454.0,416,46,285,0,85,0,0,0,0,0,416,262,0,154,0,0,0,0,0,416,165,0,41,0,154,154,0,0,0,0,262,56,154,19,0,24,0,0,0,0,0,0,0,0,0,0,0,24,66,0,0,0,0,0,0,0,0,0,21,59200.0,,854200.0,,55800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,154,90,0,0,0,90,64,70795000.0,67220000.0,3575000.0,154,0,0,0,0,0,70,5,0,15,0,90,64,0,12,0,0,0,0,0,0,0,0,0,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2093.0,2321.0,761.0,280800.0,237500.0,43200.0,154,0,51,0,64,0,12,0,0,0,19,90,0,0,33,0,0,12,0,27,0,0,0,51.0,51.0,51.0,262,1308.0,1443.0,2063.0,476000.0,0,,0,0,0,0,0,0,0,0,0,6,262,7,116,63,36,0,0,34,0,0,0,0,0,0,0,0,1516.0,493500.0,262,91,0,0,44,22,61,18,8,0,18,+33.6461280,-117.9166525,G5030,Block Group 3,1229,06,439101.39453125,3021.46596102601,063702
32,216099,0,4,059,S,060590637024,15000US060590637024,564,510,54,564,0,0,167,50,132,27,40,74,74,0,2180,462,294,0,0,917,554,282,81,0,0,1263,507,564,69,28,0,0,27,21,68,184,78,89,1971,1971,1971.0,1971.0,564,0,0,17,53,314,29,91,0,60,4.2,2620,4.2,5.3,4.0,2421.0,1061.0,1360.0,564,0,77,344,86,10,47,0,60,219,40,0,0,0,0,88,46,10,47,319,371,147,224,0,0,0,12,0,12,0,0,0,0,0,0,109,26,83,18,18,0,188,81,107,322,110,212,510,191,319,23,0,15,44,80,141,0,0,39,0,0,0,26,53,32,10,0,47,4.27,4.8,3.96,2180,917,1263,54,37,0,0,0,17,0,0,510,371,0,12,0,0,109,18,510,0,7,104,167,12,29,191,0,0,59,62,0,70,319,2006.0,2004.0,2007.0,510,0,73,143,60,43,0,191,11,22,79,23,0,56,319,1240.0,529.0,711.0,510,134,285,0,76,0,0,15,0,0,510,319,0,191,0,10,0,0,20,510,119,112,0,0,191,51,105,35,0,0,319,88,191,9,0,0,0,0,0,0,0,0,0,0,0,37,53,45,47,0,0,0,0,0,0,0,0,0,0,403300.0,493400.0,745800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,191,171,12,33,0,126,20,,,,191,0,0,0,47,45,23,38,0,18,0,171,20,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835.0,1935.0,,,,,191,0,56,0,20,9,0,11,0,0,0,171,0,0,0,0,10,40,0,0,0,65,0,32.0,32.7,,319,1380.0,1623.0,1834.0,498100.0,37,,0,0,0,0,0,0,0,0,0,0,319,44,69,162,44,0,0,0,0,0,0,0,0,0,0,0,1644.0,524300.0,319,87,0,19,7,51,31,28,55,31,10,+33.6470785,-117.9233509,G5030,Block Group 4,1230,06,312644.35546875,2587.5525635441,063702
33,581047,0,1,059,S,060590638021,15000US060590638021,571,571,0,571,0,0,405,0,0,100,45,0,12,9,1691,297,214,0,0,845,845,0,0,0,0,846,335,571,0,8,0,8,27,0,26,94,173,235,1962,1962,1958.0,1971.0,571,31,0,0,45,142,107,152,59,35,5.4,3131,5.4,6.2,4.1,3131.0,2044.0,1087.0,571,0,9,158,205,147,52,0,9,148,86,10,0,0,0,10,119,137,52,253,473,275,198,24,12,12,0,0,0,24,0,24,0,0,0,11,0,11,39,31,8,333,250,83,161,35,126,571,318,253,46,39,26,45,92,43,26,12,9,0,0,0,31,40,44,11,50,57,2.96,2.66,3.34,1691,845,846,0,0,0,0,0,0,0,0,571,473,24,0,24,0,11,39,571,27,11,155,39,21,0,318,12,9,18,48,51,180,253,2004.0,1989.0,2012.0,571,0,98,90,65,0,0,318,13,60,156,61,28,0,253,1140.0,667.0,473.0,571,0,476,23,62,0,0,0,10,0,571,253,0,318,6,0,13,0,5,571,154,26,0,0,318,255,63,0,0,0,253,73,318,0,0,0,0,0,0,0,0,0,0,0,0,0,32,128,149,9,0,0,0,0,0,0,0,0,0,592800.0,748000.0,881700.0,222495000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,318,225,0,36,0,189,93,222495000.0,159245000.0,63250000.0,318,0,12,9,0,11,27,60,38,46,13,225,93,0,0,0,0,17,9,18,11,18,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,9,2463.0,2871.0,423.0,666900.0,610100.0,56800.0,318,0,48,9,93,47,29,9,0,0,0,225,0,8,0,0,9,41,8,44,34,21,11,21.3,25.9,9.0,253,1367.0,1671.0,1984.0,415000.0,0,,0,0,0,0,0,0,0,26,0,0,253,0,31,136,38,0,12,10,0,0,0,0,0,0,0,0,1756.0,446600.0,253,80,0,10,26,41,22,12,0,8,54,+33.6769860,-117.9233225,G5030,Block Group 1,1231,06,841216.1171875,3553.98587510465,063802
34,646174,0,2,059,S,060590638022,15000US060590638022,487,458,29,487,0,0,487,0,0,0,0,0,0,0,1208,0,0,0,0,1164,1164,0,0,0,0,44,44,487,0,0,0,0,0,0,0,41,377,69,1965,1965,1965.0,,487,68,0,0,0,21,32,121,167,78,6.9,3400,6.9,7.0,,,,,487,0,0,18,197,216,56,0,0,0,11,5,0,0,0,18,186,182,56,16,440,424,16,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,431,415,16,9,9,0,458,442,16,82,60,0,0,0,5,0,0,11,0,0,0,27,46,54,25,69,79,2.64,2.63,2.75,1208,1164,44,29,0,0,0,0,0,0,29,458,440,0,0,18,0,0,0,458,0,16,0,0,0,0,442,19,8,75,53,78,209,16,1993.0,1992.0,,458,0,0,16,0,0,0,442,0,130,234,70,8,0,16,,,,458,12,423,0,13,0,0,0,10,0,458,16,0,442,0,0,0,0,0,458,5,0,0,0,442,379,63,0,0,0,16,11,442,0,0,0,0,16,0,0,0,0,0,0,0,0,0,134,174,93,25,0,0,0,0,0,0,0,0,676300.0,852000.0,1044600.0,384473900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,442,299,0,45,11,243,143,384473900.0,284366700.0,100107200.0,442,0,0,8,10,19,19,93,60,19,55,299,143,0,0,0,0,0,40,9,17,8,0,9,17,24,0,0,10,0,0,9,0,0,0,0,16,0,0,2532.0,2917.0,569.0,999700.0,907700.0,91900.0,442,40,53,0,143,100,8,0,8,0,0,299,0,18,9,0,26,42,100,9,18,11,0,17.3,19.1,9.0,16,,,,,0,,0,0,0,0,0,0,0,0,0,0,16,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,16,0,0,0,16,0,0,0,0,0,0,+33.6758714,-117.9312877,G5030,Block Group 2,1232,06,935478.578125,3845.54634370662,063802
35,423643,0,1,059,S,060590638031,15000US060590638031,319,319,0,319,0,0,319,0,0,0,0,0,0,0,905,0,0,0,0,896,896,0,0,0,0,9,9,319,0,14,9,0,0,0,9,84,195,8,1967,1967,1967.0,,319,41,0,0,9,0,29,69,98,73,7.0,2243,7.0,7.1,,,,,319,0,0,9,60,147,103,0,0,9,0,0,0,0,0,0,60,147,103,9,290,281,9,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,9,9,0,268,259,9,22,22,0,319,310,9,54,0,0,0,0,0,0,9,0,0,0,0,22,54,73,38,22,47,2.84,2.89,,905,896,9,0,0,0,0,0,0,0,0,319,290,0,0,20,0,0,9,319,0,0,9,0,0,0,310,9,34,48,102,64,53,9,2004.0,2004.0,,319,0,0,0,9,0,0,310,18,63,133,63,33,0,9,,,,319,0,235,0,84,0,0,0,0,0,319,9,0,310,0,0,0,0,0,319,0,0,0,0,310,216,94,0,0,0,9,9,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,127,83,8,9,0,0,0,0,0,0,0,733400.0,891700.0,1072100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,310,247,0,66,0,181,63,326520000.0,205420000.0,121100000.0,310,0,0,7,0,22,54,30,45,22,67,247,63,0,0,0,0,19,0,20,0,7,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2800.0,3117.0,381.0,892000.0,840700.0,51400.0,310,44,52,9,63,36,0,9,8,10,0,247,0,0,0,0,10,33,19,29,6,24,21,27.0,34.6,9.0,9,,,,,0,,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,9,9,0,0,0,0,0,0,0,0,0,+33.6702081,-117.9412986,G5030,Block Group 1,1233,06,613233.4921875,3804.199778877,063803
36,1651865,0,2,059,S,060590638032,15000US060590638032,474,449,25,474,0,0,159,118,0,24,92,63,18,0,930,46,165,0,0,504,387,0,117,0,0,426,215,474,6,0,13,0,7,0,99,205,33,111,1974,1975,1975.0,1974.0,474,0,0,8,42,163,116,120,15,10,4.7,2279,4.6,4.7,4.4,2129.0,1006.0,1123.0,474,0,41,234,184,15,0,0,41,120,84,0,0,0,0,114,75,15,0,245,373,190,183,0,0,0,0,0,0,39,14,25,0,0,0,24,0,24,13,0,13,308,171,137,102,19,83,449,204,245,7,0,0,13,107,46,24,0,48,7,0,0,53,28,46,33,17,20,2.07,2.47,1.74,930,504,426,25,0,0,25,0,0,0,0,449,373,0,0,39,0,24,13,449,0,30,190,0,25,0,204,0,15,72,81,15,21,245,2012.0,2008.0,2013.0,449,0,94,131,20,0,0,204,10,18,150,19,7,0,245,819.0,403.0,416.0,449,43,362,0,44,0,0,0,0,0,449,245,0,204,0,13,0,0,13,449,25,0,0,0,204,141,63,0,0,0,245,220,204,0,0,0,0,0,0,0,0,0,0,0,0,17,16,140,24,7,0,0,0,0,0,0,0,0,0,532100.0,623200.0,714300.0,123403100.0,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,,204,188,17,11,0,160,16,,,,204,0,0,7,0,11,109,43,18,0,0,188,16,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,2312.0,2349.0,,,,,204,0,9,0,16,10,0,0,0,0,0,188,0,0,0,6,0,0,60,32,25,28,34,24.5,25.4,,220,1373.0,1607.0,1864.0,374900.0,0,,0,0,0,0,0,0,0,0,0,0,220,24,50,120,13,13,0,0,25,0,0,0,0,0,0,0,1650.0,395700.0,245,27,49,0,61,9,14,0,8,24,53,+33.6603343,-117.9429536,G5030,Block Group 2,1234,06,2390575.25,7871.43993996206,063803
37,197192,0,3,059,S,060590638033,15000US060590638033,476,476,0,476,0,0,108,209,9,41,88,21,0,0,1248,122,277,0,0,381,373,0,8,0,0,867,468,476,0,30,54,0,0,50,114,120,57,51,1978,1978,1979.0,1978.0,476,0,0,0,56,128,132,103,57,0,4.9,2357,4.9,5.3,4.7,2357.0,787.0,1570.0,476,0,0,299,177,0,0,0,0,220,106,0,0,0,0,79,71,0,0,326,402,144,258,9,0,9,8,0,8,0,0,0,0,0,0,13,0,13,44,6,38,329,110,219,100,40,60,476,150,326,0,0,17,115,22,94,44,34,0,0,0,0,41,25,8,27,33,16,2.62,2.54,2.66,1248,381,867,0,0,0,0,0,0,0,0,476,402,9,8,0,0,13,44,476,33,103,115,26,28,21,150,0,15,57,43,35,0,326,2012.0,2009.0,2014.0,476,0,117,162,16,8,23,150,0,35,115,0,0,0,326,915.0,265.0,650.0,476,34,356,9,77,0,0,0,0,0,476,326,0,150,0,0,9,0,0,476,60,14,0,0,150,89,61,0,0,0,326,252,150,0,0,0,0,0,0,0,24,0,0,0,0,10,32,76,8,0,0,0,0,0,0,0,0,0,0,410900.0,529600.0,653000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,150,124,0,27,0,97,26,70783000.0,57583000.0,13200000.0,150,0,0,0,0,68,14,18,0,9,15,124,26,0,0,0,8,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830.0,1946.0,,310000.0,299400.0,10600.0,150,18,9,0,26,26,0,0,0,0,0,124,0,0,0,0,0,15,38,0,24,8,12,19.5,26.9,9.0,326,1315.0,1706.0,2226.0,575900.0,0,,0,0,0,0,0,18,0,0,0,0,326,0,86,104,63,21,34,0,0,0,0,0,0,0,0,0,1784.0,621300.0,326,100,0,0,18,111,40,15,34,8,0,+33.6539211,-117.9430753,G5030,Block Group 3,1235,06,285333.76953125,2370.80714975405,063803
38,400260,0,4,059,S,060590638034,15000US060590638034,440,432,8,440,0,0,340,32,45,0,0,23,0,0,1469,191,161,0,0,871,871,0,0,0,0,598,246,440,19,0,0,0,0,0,11,36,75,299,1957,1957,1956.0,1959.0,440,20,0,0,54,55,114,64,87,46,5.5,2493,5.4,6.5,4.2,2437.0,1759.0,678.0,440,0,45,77,231,73,14,0,45,49,56,7,0,0,0,28,167,66,14,157,247,213,34,0,0,0,11,11,0,21,21,0,11,11,0,102,19,83,40,0,40,147,124,23,202,108,94,432,275,157,45,9,0,45,47,0,56,9,0,0,0,24,18,0,46,49,48,36,3.4,3.17,3.81,1469,871,598,8,0,0,0,0,8,0,0,432,247,0,11,21,11,102,40,432,0,0,92,0,46,19,275,0,0,12,91,86,86,157,1998.0,1996.0,2011.0,432,0,78,60,19,0,0,275,0,27,103,81,53,11,157,998.0,743.0,255.0,432,121,284,6,7,0,0,14,0,0,432,157,0,275,0,0,0,0,0,432,40,57,11,0,275,199,66,10,0,0,157,49,275,0,0,0,0,0,0,0,0,0,0,7,0,0,28,151,69,20,0,0,0,0,0,0,0,0,0,555900.0,669700.0,823400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,275,221,0,29,20,172,54,183871900.0,157464000.0,26407900.0,275,0,0,6,27,24,50,76,26,12,0,221,54,0,0,0,14,18,7,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265.0,2523.0,286.0,546100.0,527200.0,19000.0,275,0,79,3,54,22,9,0,7,0,0,221,0,7,9,0,20,30,40,14,25,10,0,23.6,26.0,12.8,150,1258.0,1383.0,2531.0,236100.0,0,,0,0,0,0,0,0,0,0,0,9,150,26,56,19,0,40,0,0,7,0,0,0,0,0,0,0,1429.0,251100.0,157,35,7,0,40,45,0,18,0,12,0,+33.6549214,-117.9360639,G5030,Block Group 4,1236,06,579187.3203125,3171.83226423339,063803
39,590016,0,1,059,S,060590638051,15000US060590638051,438,429,9,438,0,0,259,107,0,72,0,0,0,0,1310,157,0,0,0,953,866,87,0,0,0,357,200,438,0,0,0,5,0,0,15,245,164,9,1972,1972,1973.0,1968.0,438,6,0,0,16,136,82,83,82,33,5.3,2404,5.3,5.6,4.3,2332.0,1748.0,584.0,438,0,0,147,150,141,0,0,0,57,50,15,0,0,0,90,100,117,0,122,373,274,99,0,0,0,0,0,0,33,33,0,0,0,0,23,0,23,0,0,0,333,259,74,63,15,48,429,307,122,6,6,0,44,26,9,30,5,8,0,0,0,45,59,46,25,37,83,3.05,3.1,2.93,1310,953,357,9,9,0,0,0,0,0,0,429,373,0,0,33,0,23,0,429,15,14,55,38,0,0,307,4,23,70,79,64,67,122,2007.0,2003.0,2012.0,429,0,12,80,24,6,0,307,0,54,161,61,28,3,122,954.0,686.0,268.0,429,40,304,0,79,0,0,0,0,6,429,122,0,307,0,13,0,0,0,429,14,23,0,0,307,160,138,9,0,0,122,85,307,5,0,0,0,0,0,0,0,0,0,4,26,33,31,121,87,0,0,0,0,0,0,0,0,0,0,428200.0,612600.0,779500.0,179242000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,307,260,13,30,0,217,47,179242000.0,155892000.0,23350000.0,307,5,4,6,20,59,70,27,29,20,16,260,47,0,0,0,3,0,14,0,16,5,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,0,2061.0,2229.0,441.0,628800.0,604300.0,24600.0,307,18,12,0,47,21,14,0,6,0,6,260,0,0,0,0,4,46,40,45,44,46,5,22.8,24.4,10.9,122,1429.0,1864.0,2546.0,237500.0,9,,0,0,0,0,0,0,0,0,0,0,122,7,30,33,7,39,6,0,0,0,0,0,0,0,0,0,1864.0,250200.0,122,39,0,0,0,26,9,29,7,12,0,+33.6912075,-117.9295010,G5030,Block Group 1,1237,06,854466.94921875,6411.06866659246,063805
